ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS,residual
META,_NaiveModel,568.4299926757812,566.97998046875,2026-06-12 00:00:00,0.0,-1.45001220703125,0.0,-0.0025509072809574,False,2026-06-12,False,False,1.45,2.1025,1.45,0.0026,,1.0,1.45001220703125
MRK,_NaiveModel,120.76000213623048,119.0500030517578,2026-06-12 00:00:00,0.0,-1.709999084472685,0.0,-0.0141603101542149,False,2026-06-12,False,False,1.71,2.9241,1.71,0.0144,,1.0,1.7099990844726847
MSFT,_NaiveModel,390.3399963378906,390.739990234375,2026-06-12 00:00:00,0.0,0.399993896484375,0.0,0.0010247320290952,False,2026-06-12,False,False,0.4,0.16,0.4,0.001,,1.0,-0.399993896484375
NEE,_NaiveModel,84.83999633789062,85.98999786376953,2026-06-12 00:00:00,0.0,1.1500015258789062,0.0,0.0135549454917326,False,2026-06-12,False,False,1.15,1.3225,1.15,0.0134,,1.0,-1.1500015258789062
NVDA,_NaiveModel,204.8699951171875,205.19000244140625,2026-06-12 00:00:00,0.0,0.32000732421875,0.0,0.0015620019126554,False,2026-06-12,False,False,0.32,0.1024,0.32,0.0016,,1.0,-0.32000732421875
ORCL,_NaiveModel,184.1000061035156,184.1300048828125,2026-06-12 00:00:00,0.0,0.0299987792969034,0.0,0.000162948279752,False,2026-06-12,False,False,0.03,0.0009,0.03,0.0002,,1.0,-0.02999877929690342
PG,_NaiveModel,148.33999633789062,149.61000061035156,2026-06-12 00:00:00,0.0,1.2700042724609375,0.0,0.0085614419833751,False,2026-06-12,False,False,1.27,1.6129,1.27,0.0085,,1.0,-1.2700042724609375
PLTR,_NaiveModel,131.0800018310547,127.98999786376952,2026-06-12 00:00:00,0.0,-3.0900039672851705,0.0,-0.0235734202328421,False,2026-06-12,False,False,3.09,9.5481,3.09,0.0241,,1.0,3.0900039672851705
TSLA,_NaiveModel,399.1499938964844,406.4299926757813,2026-06-12 00:00:00,0.0,7.279998779296932,0.0,0.0182387545800261,False,2026-06-12,False,False,7.28,52.9984,7.28,0.0179,,1.0,-7.279998779296932
TSM,_NaiveModel,421.0700073242188,423.9299926757813,2026-06-12 00:00:00,0.0,2.8599853515625,0.0,0.006792184914183,False,2026-06-12,False,False,2.86,8.1795,2.86,0.0067,,1.0,-2.8599853515625
UNH,_NaiveModel,405.5499877929688,408.5199890136719,2026-06-12 00:00:00,0.0,2.970001220703068,0.0,0.0073233912220439,False,2026-06-12,False,False,2.97,8.8209,2.97,0.0073,,1.0,-2.970001220703068
V,_NaiveModel,319.04998779296875,322.3900146484375,2026-06-12 00:00:00,0.0,3.34002685546875,0.0,0.010468663166463,False,2026-06-12,False,False,3.34,11.1558,3.34,0.0104,,1.0,-3.34002685546875
WMT,_NaiveModel,120.5,121.04000091552734,2026-06-12 00:00:00,0.0,0.5400009155273438,0.0,0.0044813353985671,False,2026-06-12,False,False,0.54,0.2916,0.54,0.0045,,1.0,-0.5400009155273438
XOM,_NaiveModel,146.60000610351562,147.00999450683594,2026-06-12 00:00:00,0.0,0.4099884033203125,0.0,0.0027966465637853,False,2026-06-12,False,False,0.41,0.1681,0.41,0.0028,,1.0,-0.4099884033203125
AAPL,_NaiveModel,307.3399963378906,301.5400085449219,2026-06-08 00:00:00,0.0,-5.79998779296875,0.0,-0.0188715684976849,False,2026-06-08,False,False,5.8,33.6399,5.8,0.0192,,1.0,5.79998779296875
AMD,_NaiveModel,466.3800048828125,490.3299865722656,2026-06-08 00:00:00,0.0,23.949981689453125,0.0,0.0513529341710758,False,2026-06-08,False,False,23.95,573.6016,23.95,0.0488,,1.0,-23.949981689453125
AMZN,_NaiveModel,246.02999877929688,245.22000122070312,2026-06-08 00:00:00,0.0,-0.80999755859375,0.0,-0.0032922715222234,False,2026-06-08,False,False,0.81,0.6561,0.81,0.0033,,1.0,0.80999755859375
ASML,_NaiveModel,1641.739990234375,1749.0400390625,2026-06-08 00:00:00,0.0,107.300048828125,0.0,0.0653575166995882,False,2026-06-08,False,False,107.3,11513.3005,107.3,0.0613,,1.0,-107.300048828125
AVGO,_NaiveModel,385.7300109863281,396.6000061035156,2026-06-08 00:00:00,0.0,10.8699951171875,0.0,0.0281803199325674,False,2026-06-08,False,False,10.87,118.1568,10.87,0.0274,,1.0,-10.8699951171875
BRK-B,_NaiveModel,488.1300048828125,487.0,2026-06-08 00:00:00,0.0,-1.1300048828125,0.0,-0.0023149670610471,False,2026-06-08,False,False,1.13,1.2769,1.13,0.0023,,1.0,1.1300048828125
CAT,_NaiveModel,904.280029296875,915.6400146484376,2026-06-08 00:00:00,0.0,11.359985351562614,0.0,0.0125624640415818,False,2026-06-08,False,False,11.36,129.0493,11.36,0.0124,,1.0,-11.359985351562614
COST,_NaiveModel,971.8699951171876,974.75,2026-06-08 00:00:00,0.0,2.8800048828123863,0.0,0.0029633643360551,False,2026-06-08,False,False,2.88,8.2944,2.88,0.003,,1.0,-2.8800048828123863
CRM,_NaiveModel,185.6600036621093,182.5500030517578,2026-06-08 00:00:00,-2.8421709430404014e-14,-3.110000610351534,-1.530847186781807e-16,-0.0167510532640705,True,2026-06-08,False,False,3.11,9.6721,3.11,0.017,,1.0,3.1100006103514772
GOOGL,_NaiveModel,368.5299987792969,363.30999755859375,2026-06-08 00:00:00,0.0,-5.220001220703125,0.0,-0.0141643861774988,False,2026-06-08,False,False,5.22,27.2484,5.22,0.0144,,1.0,5.220001220703125
JNJ,_NaiveModel,232.7700042724609,232.16000366210932,2026-06-08 00:00:00,0.0,-0.6100006103515625,0.0,-0.0026206151959233,False,2026-06-08,False,False,0.61,0.3721,0.61,0.0026,,1.0,0.6100006103515909
JPM,_NaiveModel,312.3699951171875,311.1099853515625,2026-06-08 00:00:00,0.0,-1.260009765625,0.0,-0.0040337093361105,False,2026-06-08,False,False,1.26,1.5876,1.26,0.0041,,1.0,1.260009765625
LLY,_NaiveModel,1131.4200439453125,1149.1500244140625,2026-06-08 00:00:00,0.0,17.72998046875,0.0,0.0156705553906617,False,2026-06-08,False,False,17.73,314.3522,17.73,0.0154,,1.0,-17.72998046875
LMT,_NaiveModel,523.760009765625,520.0700073242188,2026-06-08 00:00:00,0.0,-3.69000244140625,0.0,-0.007045216077221,False,2026-06-08,False,False,3.69,13.6161,3.69,0.0071,,1.0,3.69000244140625
MA,_NaiveModel,491.0799865722656,485.6700134277344,2026-06-08 00:00:00,0.0,-5.40997314453125,0.0,-0.0110164805987978,False,2026-06-08,False,False,5.41,29.2678,5.41,0.0111,,1.0,5.40997314453125
MCD,_NaiveModel,279.8399963378906,277.7799987792969,2026-06-08 00:00:00,0.0,-2.05999755859375,0.0,-0.0073613407145218,False,2026-06-08,False,False,2.06,4.2436,2.06,0.0074,,1.0,2.05999755859375
META,_NaiveModel,593.0,585.3900146484375,2026-06-08 00:00:00,0.0,-7.6099853515625,0.0,-0.0128330275743043,False,2026-06-08,False,False,7.61,57.9119,7.61,0.013,,1.0,7.6099853515625
MRK,_NaiveModel,120.79000091552734,119.5199966430664,2026-06-08 00:00:00,0.0,-1.2700042724609375,0.0,-0.0105141506981947,False,2026-06-08,False,False,1.27,1.6129,1.27,0.0106,,1.0,1.2700042724609375
MSFT,_NaiveModel,416.6700134277344,411.739990234375,2026-06-08 00:00:00,0.0,-4.930023193359375,0.0,-0.011831960627074,False,2026-06-08,False,False,4.93,24.3051,4.93,0.012,,1.0,4.930023193359375
NEE,_NaiveModel,85.83999633789062,84.01000213623047,2026-06-08 00:00:00,0.0,-1.829994201660156,0.0,-0.0213186658868993,False,2026-06-08,False,False,1.83,3.3489,1.83,0.0218,,1.0,1.8299942016601562
NVDA,_NaiveModel,205.1000061035156,208.63999938964844,2026-06-08 00:00:00,0.0,3.539993286132841,0.0,0.0172598399843351,False,2026-06-08,False,False,3.54,12.5316,3.54,0.017,,1.0,-3.539993286132841
ORCL,_NaiveModel,213.67999267578125,211.82000732421875,2026-06-08 00:00:00,0.0,-1.8599853515625,0.0,-0.0087045367620574,False,2026-06-08,False,False,1.86,3.4595,1.86,0.0088,,1.0,1.8599853515625
PG,_NaiveModel,146.5399932861328,145.10000610351562,2026-06-08 00:00:00,0.0,-1.4399871826171875,0.0,-0.0098265814698481,False,2026-06-08,False,False,1.44,2.0736,1.44,0.0099,,1.0,1.4399871826171875
PLTR,_NaiveModel,135.52999877929688,136.47000122070312,2026-06-08 00:00:00,0.0,0.94000244140625,0.0,0.0069357518621171,False,2026-06-08,False,False,0.94,0.8836,0.94,0.0069,,1.0,-0.94000244140625
TSLA,_NaiveModel,391.0,408.9500122070313,2026-06-08 00:00:00,0.0,17.950012207031307,0.0,0.0459079596087757,False,2026-06-08,False,False,17.95,322.2029,17.95,0.0439,,1.0,-17.950012207031307
TSM,_NaiveModel,415.1700134277344,426.7999877929688,2026-06-08 00:00:00,0.0,11.629974365234432,0.0,0.0280125586846092,False,2026-06-08,False,False,11.63,135.2563,11.63,0.0272,,1.0,-11.629974365234432
UNH,_NaiveModel,399.4700012207031,406.5700073242188,2026-06-08 00:00:00,0.0,7.100006103515682,0.0,0.0177735651784099,False,2026-06-08,False,False,7.1,50.4101,7.1,0.0175,,1.0,-7.100006103515682
V,_NaiveModel,323.57000732421875,319.6700134277344,2026-06-08 00:00:00,0.0,-3.899993896484375,0.0,-0.0120530142108522,False,2026-06-08,False,False,3.9,15.21,3.9,0.0122,,1.0,3.899993896484375
WMT,_NaiveModel,118.87999725341795,119.83000183105467,2026-06-08 00:00:00,0.0,0.9500045776367188,0.0,0.0079912903733635,False,2026-06-08,False,False,0.95,0.9025,0.95,0.0079,,1.0,-0.9500045776367188
XOM,_NaiveModel,149.9199981689453,151.75,2026-06-08 00:00:00,0.0,1.8300018310546875,0.0,0.0122065225013707,False,2026-06-08,False,False,1.83,3.3489,1.83,0.0121,,1.0,-1.8300018310546875
AAPL,_NaiveModel,315.20001220703125,310.260009765625,2026-06-03 00:00:00,0.0,-4.94000244140625,0.0,-0.0156725959710989,False,2026-06-03,False,False,4.94,24.4036,4.94,0.0159,,1.0,4.94000244140625
AMD,_NaiveModel,521.5399780273438,542.52001953125,2026-06-03 00:00:00,0.0,20.98004150390625,0.0,0.0402271012535999,False,2026-06-03,False,False,20.98,440.1621,20.98,0.0387,,1.0,-20.98004150390625
AMZN,_NaiveModel,256.5199890136719,250.0200042724609,2026-06-03 00:00:00,0.0,-6.499984741210966,0.0,-0.0253390964431412,False,2026-06-03,False,False,6.5,42.2498,6.5,0.026,,1.0,6.499984741210966
ASML,_NaiveModel,1705.3699951171875,1726.3599853515625,2026-06-03 00:00:00,0.0,20.989990234375,0.0,0.0123081737655016,False,2026-06-03,False,False,20.99,440.5797,20.99,0.0122,,1.0,-20.989990234375
AVGO,_NaiveModel,481.5700073242188,479.2300109863281,2026-06-03 00:00:00,0.0,-2.339996337890682,0.0,-0.0048590989935037,False,2026-06-03,False,False,2.34,5.4756,2.34,0.0049,,1.0,2.339996337890682
BRK-B,_NaiveModel,471.510009765625,475.3699951171875,2026-06-03 00:00:00,0.0,3.8599853515625,0.0,0.0081864335255177,False,2026-06-03,False,False,3.86,14.8995,3.86,0.0081,,1.0,-3.8599853515625
CAT,_NaiveModel,909.8099975585938,926.1799926757812,2026-06-03 00:00:00,0.0,16.3699951171875,0.0,0.0179927624021665,False,2026-06-03,False,False,16.37,267.9767,16.37,0.0177,,1.0,-16.3699951171875
COST,_NaiveModel,954.27001953125,961.8300170898438,2026-06-03 00:00:00,0.0,7.55999755859375,0.0,0.0079222834248814,False,2026-06-03,False,False,7.56,57.1536,7.56,0.0079,,1.0,-7.55999755859375
CRM,_NaiveModel,200.83999633789065,190.6100006103516,2026-06-03 00:00:00,0.0,-10.229995727539062,0.0,-0.0509360481680563,False,2026-06-03,False,False,10.23,104.6528,10.23,0.0537,,1.0,10.229995727539062
GOOGL,_NaiveModel,361.8500061035156,358.989990234375,2026-06-03 00:00:00,0.0,-2.860015869140625,0.0,-0.0079038712751118,False,2026-06-03,False,False,2.86,8.1797,2.86,0.008,,1.0,2.860015869140625
JNJ,_NaiveModel,222.88999938964844,223.2400054931641,2026-06-03 00:00:00,0.0,0.3500061035156534,0.0,0.0015703086925124,False,2026-06-03,False,False,0.35,0.1225,0.35,0.0016,,1.0,-0.3500061035156534
JPM,_NaiveModel,300.9599914550781,300.8500061035156,2026-06-03 00:00:00,0.0,-0.1099853515625,0.0,-0.0003654484140258,False,2026-06-03,False,False,0.11,0.0121,0.11,0.0004,,1.0,0.1099853515625
LLY,_NaiveModel,1064.1500244140625,1078.780029296875,2026-06-03 00:00:00,0.0,14.6300048828125,0.0,0.0137480661064383,False,2026-06-03,False,False,14.63,214.037,14.63,0.0136,,1.0,-14.6300048828125
LMT,_NaiveModel,513.4299926757812,512.030029296875,2026-06-03 00:00:00,0.0,-1.39996337890625,0.0,-0.0027266879591708,False,2026-06-03,False,False,1.4,1.9599,1.4,0.0027,,1.0,1.39996337890625
MA,_NaiveModel,477.6799926757813,471.5499877929688,2026-06-03 00:00:00,0.0,-6.1300048828125,0.0,-0.0128328692363156,False,2026-06-03,False,False,6.13,37.577,6.13,0.013,,1.0,6.1300048828125
MCD,_NaiveModel,276.3599853515625,273.2900085449219,2026-06-03 00:00:00,0.0,-3.069976806640625,0.0,-0.0111086154630354,False,2026-06-03,False,False,3.07,9.4248,3.07,0.0112,,1.0,3.069976806640625
META,_NaiveModel,597.6300048828125,622.97998046875,2026-06-03 00:00:00,0.0,25.3499755859375,0.0,0.0424175081217823,False,2026-06-03,False,False,25.35,642.6213,25.35,0.0407,,1.0,-25.3499755859375
MRK,_NaiveModel,115.6500015258789,114.6999969482422,2026-06-03 00:00:00,0.0,-0.9500045776367044,0.0,-0.0082144795944868,False,2026-06-03,False,False,0.95,0.9025,0.95,0.0083,,1.0,0.9500045776367045
MSFT,_NaiveModel,441.30999755859375,427.3399963378906,2026-06-03 00:00:00,0.0,-13.970001220703123,0.0,-0.0316557551335516,False,2026-06-03,False,False,13.97,195.1609,13.97,0.0327,,1.0,13.970001220703125
NEE,_NaiveModel,85.68000030517578,84.58000183105469,2026-06-03 00:00:00,0.0,-1.0999984741210938,0.0,-0.0128384508660493,False,2026-06-03,False,False,1.1,1.21,1.1,0.013,,1.0,1.0999984741210938
NVDA,_NaiveModel,222.82000732421875,214.75,2026-06-03 00:00:00,0.0,-8.07000732421875,0.0,-0.0362176064040619,False,2026-06-03,False,False,8.07,65.125,8.07,0.0376,,1.0,8.07000732421875
ORCL,_NaiveModel,244.5800018310547,230.3300018310547,2026-06-03 00:00:00,0.0,-14.25,0.0,-0.0582631445470479,False,2026-06-03,False,False,14.25,203.0625,14.25,0.0619,,1.0,14.25
PG,_NaiveModel,140.82000732421875,140.19000244140625,2026-06-03 00:00:00,0.0,-0.6300048828125,0.0,-0.0044738307771991,False,2026-06-03,False,False,0.63,0.3969,0.63,0.0045,,1.0,0.6300048828125
PLTR,_NaiveModel,152.1699981689453,142.1999969482422,2026-06-03 00:00:00,0.0,-9.970001220703123,0.0,-0.0655188364373509,False,2026-06-03,False,False,9.97,99.4009,9.97,0.0701,,1.0,9.970001220703125
TSLA,_NaiveModel,423.739990234375,423.7000122070313,2026-06-03 00:00:00,0.0,-0.0399780273436931,0.0,-9.434565598017052e-05,False,2026-06-03,False,False,0.04,0.0016,0.04,0.0001,,1.0,0.03997802734369316
TSM,_NaiveModel,446.6900024414063,436.6900024414063,2026-06-03 00:00:00,0.0,-10.0,0.0,-0.0223868901147205,False,2026-06-03,False,False,10.0,100.0,10.0,0.0229,,1.0,10.0
UNH,_NaiveModel,377.9200134277344,377.0,2026-06-03 00:00:00,0.0,-0.920013427734375,0.0,-0.0024344130901929,False,2026-06-03,False,False,0.92,0.8464,0.92,0.0024,,1.0,0.920013427734375
V,_NaiveModel,317.32000732421875,312.3999938964844,2026-06-03 00:00:00,0.0,-4.920013427734375,0.0,-0.015504895103281,False,2026-06-03,False,False,4.92,24.2065,4.92,0.0157,,1.0,4.920013427734375
WMT,_NaiveModel,113.05999755859376,116.88999938964844,2026-06-03 00:00:00,0.0,3.830001831054673,0.0,0.0338758350765907,False,2026-06-03,False,False,3.83,14.6689,3.83,0.0328,,1.0,-3.8300018310546733
XOM,_NaiveModel,149.55999755859375,152.52999877929688,2026-06-03 00:00:00,0.0,2.970001220703125,0.0,0.0198582593553437,False,2026-06-03,False,False,2.97,8.8209,2.97,0.0195,,1.0,-2.970001220703125
AAPL,_NaiveModel,306.3099975585937,315.20001220703125,2026-06-02 00:00:00,0.0,8.890014648437557,0.0,0.0290229333658526,False,2026-06-02,False,False,8.89,79.0324,8.89,0.0282,,1.0,-8.890014648437557
AMD,_NaiveModel,510.1300048828125,521.5399780273438,2026-06-02 00:00:00,0.0,11.40997314453125,0.0,0.0223667948078301,False,2026-06-02,False,False,11.41,130.1875,11.41,0.0219,,1.0,-11.40997314453125
AMZN,_NaiveModel,261.260009765625,256.5199890136719,2026-06-02 00:00:00,0.0,-4.740020751953125,0.0,-0.0181429249589532,False,2026-06-02,False,False,4.74,22.4678,4.74,0.0185,,1.0,4.740020751953125
ASML,_NaiveModel,1628.5699462890625,1705.3699951171875,2026-06-02 00:00:00,0.0,76.800048828125,0.0,0.047157967640951,False,2026-06-02,False,False,76.8,5898.2475,76.8,0.045,,1.0,-76.800048828125
AVGO,_NaiveModel,459.9700012207031,481.5700073242188,2026-06-02 00:00:00,0.0,21.60000610351568,0.0,0.0469595974654693,False,2026-06-02,False,False,21.6,466.5603,21.6,0.0449,,1.0,-21.600006103515682
BRK-B,_NaiveModel,470.2900085449219,471.510009765625,2026-06-02 00:00:00,0.0,1.220001220703125,0.0,0.0025941465872894,False,2026-06-02,False,False,1.22,1.4884,1.22,0.0026,,1.0,-1.220001220703125
CAT,_NaiveModel,865.3599853515625,909.8099975585938,2026-06-02 00:00:00,0.0,44.45001220703125,0.0,0.0513659204948942,False,2026-06-02,False,False,44.45,1975.8036,44.45,0.0489,,1.0,-44.45001220703125
COST,_NaiveModel,946.1099853515624,954.27001953125,2026-06-02 00:00:00,0.0,8.160034179687614,0.0,0.0086248261893731,False,2026-06-02,False,False,8.16,66.5862,8.16,0.0086,,1.0,-8.160034179687614
CRM,_NaiveModel,209.6000061035156,200.83999633789065,2026-06-02 00:00:00,0.0,-8.760009765624943,0.0,-0.0417939385044608,False,2026-06-02,False,False,8.76,76.7378,8.76,0.0436,,1.0,8.760009765624943
GOOGL,_NaiveModel,376.3699951171875,361.8500061035156,2026-06-02 00:00:00,0.0,-14.519989013671877,0.0,-0.0385790291522864,False,2026-06-02,False,False,14.52,210.8301,14.52,0.0401,,1.0,14.519989013671875
JNJ,_NaiveModel,223.509994506836,222.88999938964844,2026-06-02 00:00:00,2.8421709430404014e-14,-0.6199951171875284,1.271607987513719e-16,-0.0027739033261376,False,2026-06-02,False,False,0.62,0.3844,0.62,0.0028,,1.0,0.6199951171875568
JPM,_NaiveModel,296.5799865722656,300.9599914550781,2026-06-02 00:00:00,0.0,4.3800048828125,0.0,0.0147683764283442,False,2026-06-02,False,False,4.38,19.1844,4.38,0.0146,,1.0,-4.3800048828125
LLY,_NaiveModel,1082.199951171875,1064.1500244140625,2026-06-02 00:00:00,0.0,-18.0499267578125,0.0,-0.0166789203217639,False,2026-06-02,False,False,18.0499,325.7999,18.0499,0.017,,1.0,18.0499267578125
LMT,_NaiveModel,516.5,513.4299926757812,2026-06-02 00:00:00,0.0,-3.07000732421875,0.0,-0.0059438670362415,False,2026-06-02,False,False,3.07,9.4249,3.07,0.006,,1.0,3.07000732421875
MA,_NaiveModel,495.25,477.6799926757813,2026-06-02 00:00:00,0.0,-17.570007324218693,0.0,-0.0354770465910523,False,2026-06-02,False,False,17.57,308.7052,17.57,0.0368,,1.0,17.570007324218693
MCD,_NaiveModel,276.1099853515625,276.3599853515625,2026-06-02 00:00:00,0.0,0.25,0.0,0.000905436287216,False,2026-06-02,False,False,0.25,0.0625,0.25,0.0009,,1.0,-0.25
META,_NaiveModel,600.469970703125,597.6300048828125,2026-06-02 00:00:00,0.0,-2.8399658203125,0.0,-0.0047295717669062,False,2026-06-02,False,False,2.84,8.0654,2.84,0.0048,,1.0,2.8399658203125
MRK,_NaiveModel,115.16999816894533,115.6500015258789,2026-06-02 00:00:00,0.0,0.4800033569335795,0.0,0.0041677812326562,False,2026-06-02,False,False,0.48,0.2304,0.48,0.0042,,1.0,-0.48000335693357954
MSFT,_NaiveModel,460.5199890136719,441.30999755859375,2026-06-02 00:00:00,0.0,-19.209991455078125,0.0,-0.0417136973711423,False,2026-06-02,False,False,19.21,369.0238,19.21,0.0435,,1.0,19.209991455078125
NEE,_NaiveModel,83.66000366210938,85.68000030517578,2026-06-02 00:00:00,0.0,2.0199966430664062,0.0,0.0241453090442701,False,2026-06-02,False,False,2.02,4.0804,2.02,0.0236,,1.0,-2.0199966430664062
NVDA,_NaiveModel,224.3600006103516,222.82000732421875,2026-06-02 00:00:00,0.0,-1.539993286132841,0.0,-0.0068639386786567,False,2026-06-02,False,False,1.54,2.3716,1.54,0.0069,,1.0,1.539993286132841
ORCL,_NaiveModel,248.1499938964844,244.5800018310547,2026-06-02 00:00:00,0.0,-3.569992065429716,0.0,-0.014386428181493,False,2026-06-02,False,False,3.57,12.7448,3.57,0.0146,,1.0,3.569992065429716
PG,_NaiveModel,140.27999877929688,140.82000732421875,2026-06-02 00:00:00,0.0,0.540008544921875,0.0,0.003849504916032,False,2026-06-02,False,False,0.54,0.2916,0.54,0.0038,,1.0,-0.540008544921875
PLTR,_NaiveModel,160.64999389648438,152.1699981689453,2026-06-02 00:00:00,0.0,-8.479995727539062,0.0,-0.0527855340785334,False,2026-06-02,False,False,8.48,71.9103,8.48,0.0557,,1.0,8.479995727539062
TSLA,_NaiveModel,415.8800048828125,423.739990234375,2026-06-02 00:00:00,0.0,7.8599853515625,0.0,0.0188996471561004,False,2026-06-02,False,False,7.86,61.7794,7.86,0.0185,,1.0,-7.8599853515625
TSM,_NaiveModel,435.6300048828125,446.6900024414063,2026-06-02 00:00:00,0.0,11.059997558593809,0.0,0.0253885118899673,False,2026-06-02,False,False,11.06,122.3235,11.06,0.0248,,1.0,-11.059997558593807
UNH,_NaiveModel,379.8599853515625,377.9200134277344,2026-06-02 00:00:00,0.0,-1.939971923828125,0.0,-0.0051070710225839,False,2026-06-02,False,False,1.94,3.7635,1.94,0.0051,,1.0,1.939971923828125
V,_NaiveModel,322.7699890136719,317.32000732421875,2026-06-02 00:00:00,0.0,-5.449981689453125,0.0,-0.0168850322984094,False,2026-06-02,False,False,5.45,29.7023,5.45,0.0172,,1.0,5.449981689453125
WMT,_NaiveModel,114.5999984741211,113.05999755859376,2026-06-02 00:00:00,0.0,-1.5400009155273295,0.0,-0.0134380535430381,False,2026-06-02,False,False,1.54,2.3716,1.54,0.0136,,1.0,1.5400009155273295
XOM,_NaiveModel,149.3800048828125,149.55999755859375,2026-06-02 00:00:00,0.0,0.17999267578125,0.0,0.0012049315162524,False,2026-06-02,False,False,0.18,0.0324,0.18,0.0012,,1.0,-0.17999267578125
AAPL,_NaiveModel,312.0599975585937,306.3099975585937,2026-06-01 00:00:00,0.0,-5.75,0.0,-0.0184259438729257,False,2026-06-01,False,False,5.75,33.0625,5.75,0.0188,,1.0,5.75
AMD,_NaiveModel,516.0999755859375,510.1300048828125,2026-06-01 00:00:00,0.0,-5.969970703125,0.0,-0.0115674694546287,False,2026-06-01,False,False,5.97,35.6406,5.97,0.0117,,1.0,5.969970703125
AMZN,_NaiveModel,270.6400146484375,261.260009765625,2026-06-01 00:00:00,0.0,-9.3800048828125,0.0,-0.0346586032187338,False,2026-06-01,False,False,9.38,87.9845,9.38,0.0359,,1.0,9.3800048828125
ASML,_NaiveModel,1612.760009765625,1628.5699462890625,2026-06-01 00:00:00,0.0,15.8099365234375,0.0,0.0098030310943381,False,2026-06-01,False,False,15.8099,249.9541,15.8099,0.0097,,1.0,-15.8099365234375
AVGO,_NaiveModel,446.7699890136719,459.9700012207031,2026-06-01 00:00:00,0.0,13.20001220703125,0.0,0.0295454317246615,False,2026-06-01,False,False,13.2,174.2403,13.2,0.0287,,1.0,-13.20001220703125
BRK-B,_NaiveModel,474.4800109863281,470.2900085449219,2026-06-01 00:00:00,0.0,-4.19000244140625,0.0,-0.008830724887011,False,2026-06-01,False,False,4.19,17.5561,4.19,0.0089,,1.0,4.19000244140625
CAT,_NaiveModel,875.8699951171875,865.3599853515625,2026-06-01 00:00:00,0.0,-10.510009765625,0.0,-0.0119995088588675,False,2026-06-01,False,False,10.51,110.4603,10.51,0.0121,,1.0,10.510009765625
COST,_NaiveModel,956.3200073242188,946.1099853515624,2026-06-01 00:00:00,0.0,-10.210021972656364,0.0,-0.0106763655413045,False,2026-06-01,False,False,10.21,104.2445,10.21,0.0108,,1.0,10.210021972656364
CRM,_NaiveModel,191.1000061035156,209.6000061035156,2026-06-01 00:00:00,0.0,18.5,0.0,0.0968079508588757,False,2026-06-01,False,False,18.5,342.25,18.5,0.0883,,1.0,-18.5
GOOGL,_NaiveModel,380.3399963378906,376.3699951171875,2026-06-01 00:00:00,0.0,-3.970001220703125,0.0,-0.0104380324418371,False,2026-06-01,False,False,3.97,15.7609,3.97,0.0105,,1.0,3.970001220703125
JNJ,_NaiveModel,225.3300018310547,223.509994506836,2026-06-01 00:00:00,0.0,-1.8200073242187216,0.0,-0.0080770749985761,False,2026-06-01,False,False,1.82,3.3124,1.82,0.0081,,1.0,1.8200073242186932
JPM,_NaiveModel,299.3099975585937,296.5799865722656,2026-06-01 00:00:00,0.0,-2.730010986328068,0.0,-0.0091210150298893,False,2026-06-01,False,False,2.73,7.453,2.73,0.0092,,1.0,2.730010986328068
LLY,_NaiveModel,1105.0,1082.199951171875,2026-06-01 00:00:00,0.0,-22.800048828125,0.0,-0.0206335283512443,False,2026-06-01,False,False,22.8,519.8422,22.8,0.0211,,1.0,22.800048828125
LMT,_NaiveModel,530.4500122070312,516.5,2026-06-01 00:00:00,0.0,-13.95001220703125,0.0,-0.0262984482722316,False,2026-06-01,False,False,13.95,194.6028,13.95,0.027,,1.0,13.95001220703125
MA,_NaiveModel,493.9800109863281,495.25,2026-06-01 00:00:00,0.0,1.269989013671875,0.0,0.0025709319920376,False,2026-06-01,False,False,1.27,1.6129,1.27,0.0026,,1.0,-1.269989013671875
MCD,_NaiveModel,279.20001220703125,276.1099853515625,2026-06-01 00:00:00,0.0,-3.09002685546875,0.0,-0.0110674309468777,False,2026-06-01,False,False,3.09,9.5483,3.09,0.0112,,1.0,3.09002685546875
META,_NaiveModel,632.510009765625,600.469970703125,2026-06-01 00:00:00,0.0,-32.0400390625,0.0,-0.0506553865833243,False,2026-06-01,False,False,32.04,1026.5641,32.04,0.0534,,1.0,32.0400390625
MRK,_NaiveModel,118.72000122070312,115.16999816894533,2026-06-01 00:00:00,0.0,-3.5500030517577983,0.0,-0.0299023165031666,False,2026-06-01,False,False,3.55,12.6025,3.55,0.0308,,1.0,3.5500030517577983
MSFT,_NaiveModel,450.239990234375,460.5199890136719,2026-06-01 00:00:00,0.0,10.279998779296877,0.0,0.0228322650192524,False,2026-06-01,False,False,10.28,105.6784,10.28,0.0223,,1.0,-10.279998779296875
NEE,_NaiveModel,87.01000213623047,83.66000366210938,2026-06-01 00:00:00,0.0,-3.3499984741210938,0.0,-0.0385013032050734,False,2026-06-01,False,False,3.35,11.2225,3.35,0.04,,1.0,3.3499984741210938
NVDA,_NaiveModel,211.13999938964844,224.3600006103516,2026-06-01 00:00:00,0.0,13.220001220703152,0.0,0.0626124905698531,False,2026-06-01,False,False,13.22,174.7684,13.22,0.0589,,1.0,-13.220001220703153
